Numero;Utenza;Fattura;Data;Valore (m³)
84172316;79535412;FT-2021-68388;30/07/2021;5350
84172496;30562019;;18/05/2022;2522
84172977;16436110;;30/05/2023;1935
84173141;92975147;FT-2023-14714;11/06/2023;1862
84176699;45118718;FT-2021-41434;22/06/2021;4157
84180194;86776195;FT-2021-96102;31/12/2021;5078
84184631;63127943;FT-2023-76500;10/10/2023;1627
84193414;95070518;FT-2022-65556;01/10/2022;3106
84204100;47848652;FT-2023-49068;27/05/2023;1025
84209938;62964552;FT-2022-00220;06/07/2022;5579
84216226;90197621;FT-2022-43627;17/05/2022;1954
84219012;21804674;FT-2021-05342;21/06/2021;1239
84220154;19252390;FT-2024-40584;01/09/2024;3311
84231190;53156685;FT-2022-72182;03/09/2022;1386
84237241;99391164;FT-2024-83190;24/04/2024;3617
84259295;89065061;FT-2023-96556;05/09/2023;5153
84259479;50971231;;22/06/2024;2599
84262641;78827697;FT-2021-74428;15/08/2021;4716
84262716;37205364;FT-2020-10017;03/10/2020;3209
84264001;35455005;FT-2023-77099;27/08/2023;4672
84270868;22482554;FT-2022-25956;26/12/2022;3541
84271605;35080046;FT-2022-15439;03/08/2022;4082
84273445;80169342;;17/09/2022;1790
84292820;36684803;FT-2022-92349;30/01/2022;3218
84295590;30373448;FT-2022-93111;20/10/2022;3739
84303366;24586850;FT-2023-61807;28/02/2023;5199
84304113;64487615;FT-2020-75175;06/08/2020;1212
84308666;93667428;FT-2024-72743;28/11/2024;3223
84311752;11328233;FT-2022-56816;27/03/2022;4014
84311979;11269804;FT-2024-96806;26/02/2024;1841
84319218;67421884;;01/09/2022;802
84320324;80423573;FT-2022-46665;06/06/2022;1197
84336358;28738775;FT-2025-86890;08/11/2025;635
84369022;50970527;FT-2025-56000;25/02/2025;4497
84375203;23379376;FT-2024-81864;10/11/2024;1680
84378532;25482700;FT-2021-00204;15/12/2021;1832
84380645;73245352;;24/12/2024;3382
84384411;82384979;FT-2021-22653;07/10/2021;5104
84388366;90374738;;16/05/2022;2633
84410895;34932149;FT-2024-75940;04/05/2024;3412
84417659;11284008;FT-2023-01801;06/06/2023;5360
84420789;63439611;FT-2022-16683;15/08/2022;3437
84421785;72174596;FT-2020-50973;16/12/2020;4594
84422884;11680941;FT-2023-13590;31/05/2023;2369
84424210;90365774;FT-2023-46627;01/11/2023;4756
84426355;93754288;FT-2023-61448;21/05/2023;3348
84427443;37937145;FT-2023-74426;24/01/2023;3522
84434878;37565208;FT-2022-13105;21/10/2022;4438
84436306;57798882;FT-2023-36633;12/04/2023;3890
84439138;17846401;;19/11/2023;529
84439530;97745263;FT-2023-05103;17/11/2023;533
84446288;85031049;FT-2025-91050;08/02/2025;1471
84451123;19701998;FT-2022-47756;13/06/2022;1244
84452072;82904774;FT-2021-11485;20/06/2021;4215
84455895;63439611;FT-2021-02524;01/09/2021;3141
84456391;22804471;;01/02/2022;1338
84462323;71331552;FT-2020-24275;16/07/2020;2272
84463618;77705467;FT-2022-41299;24/05/2022;2609
84463846;36684803;;17/02/2023;3439
84465786;79078447;FT-2023-13031;10/06/2023;1486
84466903;65112747;FT-2023-65734;18/09/2023;4092
84467201;83762426;FT-2024-02744;21/06/2024;427
84473583;29587305;;22/07/2023;2828
84474115;14615402;FT-2021-50049;28/01/2021;3898
84481664;78974095;FT-2022-38372;14/04/2022;387
84482131;78999626;FT-2025-72324;22/06/2025;832
84491036;14806757;FT-2021-93657;06/06/2021;1093
84506041;42956342;;23/04/2025;4130
84510022;56574465;FT-2023-51783;27/03/2023;1763
84510649;12402681;FT-2022-71379;13/09/2022;6106
84522186;70783359;FT-2023-98194;28/10/2023;3165
84523600;99864565;FT-2022-74612;06/07/2022;3652
84529678;84984746;FT-2020-34529;29/04/2020;4449
84537699;10458927;FT-2024-77872;11/07/2024;1776
84541074;25350696;FT-2023-50598;11/02/2023;824
84543906;48815881;FT-2023-37999;16/03/2023;411
84544564;84229835;FT-2025-59663;13/01/2025;2275
84555176;57832796;FT-2024-99693;07/12/2024;4743
84562013;54544608;FT-2023-47695;06/10/2023;2423
84573033;85134074;FT-2022-77793;19/05/2022;3235
84576725;58607047;;14/06/2023;849
84587490;88660324;FT-2022-78822;18/07/2022;917
84601173;31458683;FT-2022-23160;22/09/2022;1953
84605304;84595282;FT-2025-10119;16/02/2025;1523
84607684;92092257;FT-2020-78937;28/10/2020;5287
84616651;43187510;FT-2025-72294;19/06/2025;424
84617029;54158331;FT-2022-30910;02/07/2022;4766
84619507;88446834;FT-2021-22872;16/04/2021;4362
84636564;99625869;FT-2023-75538;20/02/2023;2219
84638057;17660464;FT-2023-24780;20/03/2023;1199
84641273;28643231;FT-2023-48506;29/08/2023;4921
84641520;38457652;FT-2022-84555;16/01/2022;4436
84653985;58586239;FT-2022-88494;29/11/2022;3570
84654699;97220373;FT-2023-31530;14/03/2023;1524
84655470;89502097;FT-2020-61983;23/12/2020;4992
84658866;36456339;FT-2022-75589;22/05/2022;2127
84669042;29561765;FT-2023-81483;10/12/2023;819
84670762;33428931;FT-2021-29172;04/04/2021;2551
84676557;43221418;FT-2026-36030;19/02/2026;731
84676667;78663266;FT-2022-63141;30/11/2022;4278
84687354;54238602;FT-2020-65250;07/07/2020;4770
84688320;93065031;FT-2022-53379;25/03/2022;713
84699265;41351830;FT-2021-73309;25/11/2021;5121
84706704;40678019;FT-2023-93122;29/07/2023;3187
84707192;18562718;FT-2025-66634;02/03/2025;603
84707739;98816711;FT-2022-99076;18/08/2022;4268
84714406;71443575;FT-2023-05765;30/01/2023;1108
84717023;51577129;FT-2020-16533;14/10/2020;2301
84717641;27635064;FT-2023-81291;02/05/2023;5347
84718000;42838963;FT-2022-56418;12/07/2022;2889
84731251;91766352;;25/03/2021;4100
84735165;35848689;FT-2023-02956;28/04/2023;901
84736429;55049723;FT-2024-33842;14/11/2024;1557
84739088;76292508;FT-2021-32843;28/03/2021;4081
84741672;34269575;FT-2023-65949;26/03/2023;1068
84748254;20419453;;26/11/2023;2733
84763656;85199198;FT-2021-13485;22/11/2021;1695
84765445;58543298;;21/06/2025;2110
84767611;46799010;FT-2023-37426;04/02/2023;3819
84770944;46799010;FT-2021-45026;25/11/2021;3241
84774778;36772233;FT-2022-15439;24/01/2022;2891
84780121;92072162;FT-2023-19017;23/02/2023;3470
84792837;67905072;FT-2023-69363;29/03/2023;874
84799739;89301481;FT-2022-15052;29/06/2022;707
84807286;67663454;FT-2021-01666;30/12/2021;3005
84810540;99863613;FT-2024-98531;13/10/2024;5235
84815555;86572565;;22/04/2022;5076
84816857;41748903;FT-2020-01184;22/04/2020;4100
84820860;12570162;FT-2020-90323;05/12/2020;5176
84821451;40835728;;10/08/2020;4047
84823502;22009282;FT-2022-12256;21/04/2022;4334
84833590;66321740;FT-2020-55568;05/08/2020;1364
84834275;28680109;FT-2023-74188;27/03/2023;4882
84837822;46465333;FT-2023-42051;21/10/2023;417
84839245;30138825;FT-2023-40854;26/06/2023;4480
84842586;44324451;FT-2021-20035;13/04/2021;4960
84843526;45937440;FT-2022-83307;18/08/2022;2373
84845332;42087783;FT-2023-19652;01/09/2023;4849
84850798;45548640;FT-2020-90619;01/11/2020;1472
84851703;72624467;FT-2021-90230;21/08/2021;4809
84863287;18226799;FT-2022-51191;07/03/2022;2351
84864378;52614048;FT-2022-33887;23/03/2022;4411
84864948;18970649;FT-2023-59367;26/09/2023;2712
84870071;25392669;FT-2023-33928;15/02/2023;4967
84871192;64316526;FT-2024-94979;31/03/2024;4453
84874727;91699570;FT-2024-94151;02/07/2024;1152
84883396;26560880;FT-2023-85269;07/11/2023;1850
84893175;74825311;FT-2020-63966;15/08/2020;2827
84893771;28762099;FT-2020-50596;26/09/2020;537
84894201;60361920;FT-2021-52372;14/12/2021;1149
84901980;28033974;FT-2020-95245;15/08/2020;1340
84911608;93029158;FT-2024-44637;03/07/2024;5099
84912660;68678055;FT-2023-00573;18/09/2023;4704
84930104;33573742;FT-2022-47662;22/08/2022;2296
84930108;50703088;FT-2021-98791;02/03/2021;3601
84938723;92218039;FT-2024-10453;25/08/2024;1560
84939880;52451908;;11/10/2022;2767
84940667;78278472;FT-2024-10243;31/12/2024;2366
84941797;97268193;FT-2021-21839;09/06/2021;1892
84942989;10458927;FT-2024-57733;21/07/2024;1731
84945021;52095367;FT-2025-38521;26/04/2025;3490
84948505;17569991;;10/04/2022;3879
84949567;40673830;;02/11/2021;3396
84955915;53113266;FT-2022-40703;10/01/2022;2316
84956727;76270511;FT-2024-47543;30/04/2024;4298
84966003;37386883;FT-2023-77835;21/06/2023;3542
84972849;62895392;FT-2024-03006;27/08/2024;735
84973976;35447241;FT-2022-56143;09/04/2022;5534
84983470;56420181;FT-2021-12141;27/02/2021;3290
84994292;76706625;FT-2023-21407;28/02/2023;3132
85002904;80867009;FT-2020-60469;14/10/2020;968
85004145;42353933;FT-2021-66748;25/01/2021;856
85005751;46481875;FT-2023-21105;30/04/2023;4827
85010246;76048736;FT-2026-89095;20/01/2026;2374
85025712;92070669;;19/03/2021;2833
85028406;83831817;FT-2021-11059;31/12/2021;4281
85029942;48574339;;06/03/2022;5568
85038522;41589258;FT-2023-49542;15/03/2023;1781
85039361;33993302;FT-2024-08880;09/02/2024;2238
85039923;74122474;FT-2020-80758;19/05/2020;1154
85040565;70282625;;15/10/2023;3432
85041440;96424238;FT-2023-53660;15/04/2023;5218
85043851;31160204;FT-2023-69050;10/07/2023;4830
85050375;73688725;FT-2026-57188;19/04/2026;1899
85057708;50858877;FT-2021-30555;13/03/2021;1777
85067938;96233922;FT-2021-46555;17/10/2021;6164
85069877;91685054;FT-2022-44987;19/04/2022;2781
85070672;56376604;FT-2024-95392;31/05/2024;2987
85075171;57243586;FT-2021-33306;08/02/2021;3558
85077308;71499363;FT-2022-97069;16/06/2022;2444
85078828;77131753;FT-2024-87299;18/07/2024;2692
85080771;49142652;FT-2022-37677;23/02/2022;1961
85087798;99990114;FT-2020-22131;19/08/2020;1299
85093256;73355643;FT-2024-15433;31/01/2024;2308
85095825;89316250;FT-2023-97373;12/10/2023;558
85108914;21057039;;13/02/2025;3102
85113025;35381403;FT-2021-43988;31/10/2021;3644
85125941;75896359;FT-2024-17578;14/05/2024;1319
85128823;19647429;;06/06/2022;1996
85129756;10167618;FT-2023-62158;09/05/2023;1875
85135272;80289666;FT-2021-10768;29/11/2021;849
85139836;59451475;FT-2023-94837;15/06/2023;1907
85147634;69845033;;19/11/2025;4332
85149415;98623924;FT-2021-36636;24/02/2021;4836
85166794;92100370;FT-2020-90891;14/10/2020;2843
85170992;88982604;FT-2021-41607;15/09/2021;3113
85174896;59750198;FT-2021-07520;12/07/2021;3743
85184372;61181961;FT-2023-49984;26/04/2023;4201
85196751;77332291;FT-2022-09722;24/06/2022;675
85200370;43557077;;01/10/2023;2050
85202111;12602944;FT-2022-09897;03/01/2022;1143
85204774;45158807;FT-2020-96209;03/10/2020;5011
85205230;78527017;FT-2021-61499;07/12/2021;5521
85207786;85624799;FT-2023-27398;08/08/2023;794
85209788;52246406;FT-2023-37666;17/01/2023;2056
85211587;79908672;FT-2022-51350;24/06/2022;3860
85213944;85248135;FT-2023-63528;24/04/2023;1591
85214276;39545038;FT-2021-49002;13/01/2021;2297
85214886;23607727;FT-2022-69750;30/06/2022;4739
85228660;20933465;FT-2022-95888;05/11/2022;4356
85234579;31458683;FT-2023-27160;02/02/2023;2112
85246348;64218808;FT-2025-59088;27/09/2025;4787
85256237;48574339;FT-2021-77791;12/09/2021;5254
85260198;85542619;FT-2020-52925;26/09/2020;2372
85267771;68167592;FT-2022-94865;11/12/2022;503
85270335;54238602;;09/10/2021;5268
85270392;99586417;FT-2025-24470;30/12/2025;3842
85271807;24837475;FT-2024-09307;05/01/2024;1632
85278212;76183067;FT-2022-53483;16/03/2022;4945
85279583;72999466;FT-2024-45133;13/04/2024;2933
85280715;66250969;FT-2023-00526;28/05/2023;556
85285957;34817175;FT-2021-42794;30/12/2021;4663
85292561;33274897;FT-2021-59029;28/07/2021;4617
85295191;69208235;FT-2022-51187;25/08/2022;3085
85302619;74267302;FT-2022-53741;07/04/2022;3739
85303845;84443329;FT-2023-60385;21/06/2023;1208
85306618;24999703;FT-2023-29194;09/04/2023;3469
85312323;61391960;FT-2022-28577;23/12/2022;4795
85313789;15585575;FT-2024-17839;23/02/2024;3472
85318132;94451436;FT-2025-07886;13/08/2025;1464
85318603;24388232;FT-2024-04770;04/10/2024;5083
85325492;71085973;FT-2024-38331;24/03/2024;3706
85327084;71666471;;24/01/2022;609
85330783;19507151;FT-2024-78068;04/10/2024;2122
85337815;65051432;FT-2021-34949;04/03/2021;4101
85340812;83792749;;13/01/2022;3819
85343438;49184180;FT-2024-34157;11/06/2024;1400
85343564;44133513;FT-2020-47498;18/04/2020;2284
85364657;76881557;FT-2022-61968;12/02/2022;482
85364982;74609614;FT-2021-10168;04/08/2021;1680
85366407;44670656;FT-2022-39433;27/09/2022;4091
85380785;89851583;FT-2023-55085;29/05/2023;925
85384296;60583003;FT-2023-13270;15/07/2023;1758
85385335;71732776;FT-2022-52152;24/06/2022;1754
85385423;13369995;FT-2022-26563;18/05/2022;2620
85390105;82384979;;06/11/2022;5436
85392705;71844386;FT-2021-67635;09/12/2021;2438
85394144;24716560;FT-2023-50588;30/08/2023;872
85404960;56717762;FT-2024-99204;04/07/2024;1528
85407001;71386748;FT-2023-34173;16/11/2023;4904
85418809;11825624;FT-2025-46135;08/04/2025;2994
85420499;13108907;;29/06/2022;2766
85428613;62812735;FT-2026-19355;09/04/2026;2704
85447554;93029158;;22/05/2024;5124
85450957;73917410;FT-2020-37372;20/11/2020;1914
85455625;43119161;FT-2021-29961;14/08/2021;418
85464094;28762099;FT-2021-54020;13/03/2021;627
85464190;69250169;FT-2021-65381;25/07/2021;3351
85468815;95220720;FT-2021-13087;07/02/2021;4195
85472313;74405835;;29/04/2024;5262
85476272;23650249;FT-2021-29590;05/09/2021;546
85477252;52246406;FT-2022-97972;19/12/2022;2123
85487202;86776195;;08/03/2022;5186
85491330;51884216;FT-2022-97010;05/10/2022;1943
85492711;32960443;FT-2023-04376;13/08/2023;1776
85492843;64821456;FT-2024-48166;30/03/2024;3729
85495584;11137535;FT-2025-52628;11/12/2025;1317
85496512;22309407;FT-2025-62588;17/08/2025;502
85509122;74740803;;09/07/2022;4797
85514607;43185748;FT-2022-70618;15/03/2022;5028
85516610;98771699;FT-2021-44925;09/10/2021;228
85518841;49670243;FT-2024-05468;04/04/2024;2501
85520554;35188125;;07/03/2023;1255
85520956;95405919;FT-2023-69339;04/01/2023;1192
85523439;31892240;FT-2020-27188;28/12/2020;4183
85532390;27722560;FT-2024-83260;24/02/2024;1145
85532986;22009282;FT-2021-29093;23/07/2021;4171
85533214;51013721;;25/03/2024;4335
85549251;48843021;FT-2025-89195;09/04/2025;3501
85552655;63946766;FT-2021-59431;04/08/2021;3921
85558427;52304120;FT-2022-94575;27/01/2022;1783
85562744;41563093;FT-2020-61344;17/10/2020;5276
85562838;82839783;FT-2020-64053;17/04/2020;3841
85569128;20326642;FT-2022-81481;25/02/2022;3411
85574660;14447427;FT-2022-64187;18/08/2022;4181
85578933;90442877;FT-2023-78151;18/06/2023;1499
85585307;38150370;FT-2021-46273;17/09/2021;4485
85591406;34553815;;20/07/2022;1208
85592444;84551358;FT-2025-39656;15/03/2025;1484
85594091;89706239;FT-2025-60220;31/03/2025;4683
85596135;69084194;FT-2025-51775;19/07/2025;5019
85598634;84926999;FT-2024-14084;18/10/2024;3638
85607808;11999162;FT-2023-79588;18/03/2023;4447
85620204;35188125;FT-2022-30052;20/08/2022;1033
85624056;72538476;FT-2024-43569;16/07/2024;1676
85624915;86189898;;28/09/2025;2358
85630125;52749366;FT-2023-19319;21/03/2023;1348
85634025;55545903;FT-2023-33248;26/04/2023;1117
85639267;33428931;FT-2021-37265;27/09/2021;3001
85639473;70413482;FT-2021-65180;13/02/2021;1921
85641376;99180038;FT-2022-41034;04/04/2022;3280
85642848;57710932;FT-2024-67184;19/04/2024;2594
85655252;13264525;FT-2025-46182;03/01/2025;4636
85659046;91715160;FT-2021-75959;24/12/2021;1884
85669451;84966529;FT-2023-18746;31/10/2023;1630
85670879;48062502;;08/02/2024;1651
85680760;50002086;FT-2020-90067;12/11/2020;4545
85682098;77677219;FT-2021-11815;23/09/2021;2724
85683170;42689374;FT-2024-81428;28/10/2024;1896
85684539;24386632;FT-2021-43489;25/11/2021;2819
85684547;98178602;FT-2021-93146;03/12/2021;3743
85697163;61531952;;25/07/2020;168
85699017;59653916;FT-2021-09911;30/11/2021;2463
85701512;44267870;FT-2022-77374;22/05/2022;1712
85705722;31160204;FT-2021-62124;27/01/2021;3397
85707020;46873209;FT-2021-95340;24/11/2021;5006
85708811;28924195;FT-2024-20690;14/06/2024;3537
85710169;68422717;FT-2023-46028;01/08/2023;4005
85710244;82203071;FT-2020-51195;14/12/2020;4010
85710277;81842859;FT-2025-05726;24/02/2025;5338
85711491;91789046;FT-2022-18110;21/08/2022;3210
85717052;77458476;FT-2020-36881;29/07/2020;4683
85749500;59788795;FT-2022-77217;05/06/2022;4914
85754397;37387402;FT-2021-32994;02/07/2021;1690
85757525;73835434;FT-2024-22305;27/10/2024;3359
85758216;46597466;FT-2026-22532;03/02/2026;3641
85759335;83979842;FT-2021-77141;05/12/2021;1178
85764054;71331552;FT-2021-82817;11/05/2021;2792
85765664;77131753;FT-2024-62513;21/09/2024;2834
85773367;60254972;FT-2022-44015;31/07/2022;865
85781713;99418433;FT-2024-47854;27/10/2024;842
85786084;34169814;FT-2022-12634;18/07/2022;3702
85787324;66733851;FT-2023-61403;05/09/2023;2458
85788899;10906053;FT-2021-63176;07/09/2021;3228
85789643;12470288;FT-2021-23743;30/03/2021;3732
85795888;87873585;FT-2024-11036;05/10/2024;2688
85797411;51246209;FT-2023-17418;24/11/2023;2192
85801925;99491286;;04/02/2025;518
85807226;46835991;;08/10/2024;3535
85809254;85125837;;19/11/2020;1981
85812837;48430894;FT-2026-92351;23/04/2026;3920
85817763;69140849;;12/05/2022;1680
85819183;45411659;FT-2025-81677;02/11/2025;2103
85836285;80413090;FT-2021-22032;21/09/2021;1054
85842684;10734293;;29/05/2022;4363
85850102;43185748;FT-2021-64507;28/06/2021;4757
85867013;62175585;;18/05/2021;3933
85879892;82384979;FT-2022-01225;17/12/2022;5625
85881145;17392002;FT-2024-15102;20/05/2024;3651
85885293;33129957;FT-2021-41468;02/05/2021;1207
85886043;84748599;FT-2023-60394;29/04/2023;4273
85888512;43099000;FT-2023-79156;30/05/2023;3958
85889527;92997968;FT-2026-78200;04/02/2026;1582
85896495;25398391;FT-2022-09782;27/06/2022;551
85913620;36118900;FT-2022-97659;12/06/2022;1939
85917221;12098194;FT-2021-49018;13/06/2021;3386
85918465;85864633;FT-2023-86888;10/10/2023;4005
85929266;62798524;FT-2022-62687;04/02/2022;5837
85930957;91573415;;24/04/2021;614
85933705;24754662;FT-2023-62096;02/12/2023;754
85936515;28236881;;28/10/2020;2342
85941051;25614978;FT-2023-17391;19/09/2023;1567
85945833;17569991;FT-2022-75308;30/12/2022;4147
85947735;80798632;FT-2023-80143;02/01/2023;3360
85954760;35920616;;26/02/2024;1928
85961409;27530796;FT-2024-69380;30/09/2024;1427
85963898;62406221;FT-2023-60567;26/08/2023;4626
85966411;14616388;;29/04/2022;1346
85967767;56074299;FT-2021-03660;13/05/2021;3130
85979507;81265728;;21/11/2020;2605
85987944;12656477;FT-2022-33792;31/12/2022;3392
85994127;72730147;FT-2021-91973;09/08/2021;3484
86005416;19143639;FT-2021-88649;06/08/2021;1543
86010840;31160204;FT-2021-90486;18/03/2021;3480
86012927;79215100;FT-2022-17516;09/01/2022;4822
86022820;43373125;;24/11/2024;5014
86024597;65072831;FT-2022-67363;03/01/2022;1163
86033361;64218808;FT-2025-21047;15/07/2025;4651
86033747;68613417;FT-2023-24433;23/03/2023;2047
86044710;55545903;;25/10/2023;1313
86045348;47637153;;09/01/2026;3224
86048701;96605986;FT-2025-44295;14/03/2025;2667
86049416;81360549;FT-2023-18067;28/08/2023;3364
86049862;92173929;;18/01/2024;1817
86053332;34271618;;04/07/2024;3516
86058547;38211126;FT-2024-67239;14/06/2024;1406
86068013;38741627;FT-2025-30331;09/05/2025;3922
86072445;77393852;FT-2023-49326;06/08/2023;4004
86072715;45107651;FT-2021-91126;11/09/2021;4270
86082989;46774620;FT-2022-00564;05/03/2022;2772
86086277;92492202;FT-2025-13536;14/09/2025;2288
86093518;19365952;FT-2021-80081;31/10/2021;1951
86103439;92421838;FT-2024-73905;01/01/2024;1065
86103986;35776899;FT-2025-97320;01/09/2025;3579
86105706;40325027;FT-2023-25295;05/09/2023;2854
86114565;48113863;FT-2022-92682;24/03/2022;2160
86117095;71849926;FT-2021-21924;29/09/2021;1702
86121518;55892975;FT-2021-98160;03/06/2021;1777
86123735;91579039;FT-2022-53448;05/11/2022;3043
86124646;99509059;;23/08/2022;3735
86130609;45158807;FT-2021-98704;06/09/2021;5649
86136518;97807279;;08/05/2022;1397
86138346;75818981;FT-2020-83308;14/08/2020;2796
86141594;77819456;;14/05/2024;4373
86153750;57190172;FT-2022-50627;24/02/2022;1778
86157918;12274330;FT-2023-09399;09/03/2023;4928
86158678;54765224;;27/01/2025;2805
86166694;62654610;FT-2022-40072;15/07/2022;4901
86171020;16409097;FT-2023-49961;17/08/2023;2215
86171191;71499094;FT-2021-88540;22/11/2021;3167
86179143;46774620;;22/12/2021;2638
86182251;12409398;FT-2024-15434;04/10/2024;2255
86188552;81733157;FT-2021-62742;17/09/2021;5298
86201691;47157660;FT-2024-86084;31/05/2024;4318
86201733;82835129;;31/08/2024;1484
86202199;32777085;FT-2023-81108;17/08/2023;4841
86211527;56654977;FT-2021-67917;09/03/2021;4733
86214391;39517122;FT-2021-78993;03/09/2021;1682
86218979;18293850;FT-2022-23527;21/03/2022;550
86222830;91133973;FT-2025-04452;02/06/2025;1790
86231776;53495412;;10/09/2022;5266
86240892;76328246;FT-2022-55237;16/11/2022;3726
86241328;25963781;FT-2022-25253;29/08/2022;2169
86242066;72505073;FT-2021-47452;03/11/2021;2991
86244943;20458474;;16/03/2023;514
86246295;53440708;FT-2022-80617;19/01/2022;1987
86246733;94886008;;20/06/2021;2561
86255844;24999703;;29/03/2023;3561
86261814;24706165;FT-2023-92095;03/08/2023;1596
86262857;96195761;FT-2023-64496;04/03/2023;1563
86265206;26088197;FT-2021-80595;30/09/2021;247
86267192;43477433;FT-2022-00358;29/05/2022;3915
86272063;27306629;FT-2022-90766;19/10/2022;2473
86272857;48820151;;24/02/2023;4908
86275895;66103995;FT-2023-40169;30/08/2023;5346
86281898;63439611;FT-2022-34187;16/04/2022;3425
86284220;32494510;FT-2023-05993;26/07/2023;1452
86286404;38168960;FT-2020-24153;20/12/2020;4122
86286919;62488160;;08/10/2022;4870
86287962;73379226;;29/01/2022;2349
86295654;39821093;FT-2024-27826;08/07/2024;5227
86304763;70856411;FT-2022-41816;30/01/2022;4921
86304841;42961512;FT-2020-71960;23/11/2020;1326
86316800;80423573;FT-2022-07625;04/05/2022;1015
86325832;56376604;FT-2024-54039;25/05/2024;3057
86332194;34107402;FT-2025-96210;30/08/2025;4976
86353871;11269804;FT-2023-78694;22/06/2023;1640
86357695;23334476;FT-2023-16954;11/04/2023;3224
86370019;81269379;FT-2023-47612;28/03/2023;2549
86376043;91519854;FT-2024-32200;12/02/2024;3379
86391422;36804085;;27/07/2021;1213
86391804;99062327;FT-2021-78181;19/11/2021;837
86397822;79123779;FT-2023-71073;06/03/2023;1984
86403271;97268193;FT-2021-58797;29/07/2021;2089
86405849;73245352;FT-2025-52830;11/02/2025;3395
86407723;44557999;FT-2022-89618;28/03/2022;5065
86408210;97287431;FT-2023-13323;01/12/2023;3578
86423492;95246484;FT-2023-85525;11/12/2023;3078
86431776;67967246;FT-2022-06325;03/07/2022;5767
86434172;95921268;FT-2024-31014;05/06/2024;2956
86434781;79680645;FT-2024-05313;08/07/2024;1826
86450081;35018607;;22/02/2023;594
86450487;12374326;;08/05/2022;4401
86456172;84229835;FT-2024-37130;11/09/2024;2185
86456923;71844386;;19/02/2022;2389
86473178;20851846;FT-2025-25115;31/07/2025;2030
86478379;88988524;FT-2022-66176;31/01/2022;4363
86479040;42657327;;10/11/2023;3971
86479383;23325411;;19/07/2020;1268
86483861;35604678;FT-2022-48303;12/07/2022;1292
86499416;42051121;FT-2022-34882;11/08/2022;1506
86501106;30700159;FT-2023-03970;27/12/2023;1174
86503870;95672438;FT-2022-17482;23/04/2022;1709
86503965;48663177;FT-2025-97880;04/03/2025;3050
86505905;63558823;;13/02/2023;3730
86509012;41351823;;05/04/2024;3529
86511399;25959194;FT-2024-10034;07/09/2024;3251
86514234;62023897;;10/10/2023;843
86514438;12504290;FT-2022-78474;07/06/2022;5283
86517191;85125837;;07/11/2020;2136
86518060;81928892;;29/08/2021;3998
86520044;29908213;FT-2022-02132;19/06/2022;961
86534211;72730147;FT-2023-34732;04/05/2023;3816
86534859;13471754;;04/05/2024;3865
86538121;15573857;;28/03/2023;1789
86544362;70158517;FT-2024-95963;04/01/2024;1274
86544788;82835129;FT-2024-55630;26/09/2024;1411
86550546;44404963;FT-2021-71396;07/03/2021;4979
86559469;49152313;FT-2022-97980;27/09/2022;329
86564594;34692470;;27/05/2024;3715
86567193;87252287;FT-2022-13359;22/02/2022;1062
86567251;84966529;FT-2023-99815;16/11/2023;1598
86568535;53872075;FT-2025-62174;18/06/2025;1151
86578377;51259799;FT-2022-72397;21/04/2022;5751
86593033;53888048;FT-2024-17756;02/03/2024;1493
86600528;91476212;FT-2022-64893;21/11/2022;4064
86601948;24586850;FT-2023-90442;16/01/2023;5166
86603079;29189875;FT-2024-79458;07/04/2024;2801
86616038;91946877;FT-2023-52252;27/06/2023;4169
86616755;91699570;FT-2024-88647;26/06/2024;1113
86626503;41832812;FT-2022-78610;14/09/2022;4667
86626812;44404963;FT-2021-47400;04/08/2021;5210
86629041;58087017;FT-2021-72107;15/05/2021;1764
86630884;93608545;FT-2024-92729;12/12/2024;3206
86635413;51514487;FT-2024-40050;06/12/2024;2488
86637034;18779724;FT-2025-58038;14/06/2025;3140
86641526;19520387;FT-2022-58339;20/04/2022;3643
86642335;26560880;FT-2024-96811;10/01/2024;1987
86646924;17536051;FT-2022-62741;28/01/2022;717
86666612;58087017;;09/06/2020;1677
86668874;41905376;FT-2023-26328;12/01/2023;2955
86674220;42102916;FT-2022-90472;21/08/2022;3944
86679376;17399289;FT-2021-14958;15/10/2021;1045
86685547;30476766;FT-2024-07408;17/11/2024;5498
86689641;39628092;FT-2023-24944;04/08/2023;494
86697523;12690896;FT-2024-88917;18/03/2024;5733
86702505;49276398;FT-2023-26294;08/09/2023;4325
86703788;90053759;FT-2020-60152;05/12/2020;4120
86704248;18041756;FT-2023-22113;13/07/2023;1452
86706864;22187062;;14/03/2023;5322
86715316;35889679;FT-2021-70644;30/09/2021;1647
86716981;19788208;FT-2022-57223;07/01/2022;3379
86719094;43610944;FT-2022-93135;19/02/2022;5539
86726132;15808140;FT-2023-71804;18/07/2023;2434
86732328;39559636;FT-2023-97497;06/03/2023;4709
86734680;13595442;FT-2023-36187;16/10/2023;1585
86740052;71146446;FT-2022-18570;17/09/2022;4307
86743148;36154872;FT-2023-93264;15/01/2023;3777
86745822;62711116;FT-2022-13316;08/07/2022;5993
86747497;81695007;FT-2023-98712;23/02/2023;4866
86753845;10507026;;13/04/2021;4250
86754664;12215439;;22/05/2020;3120
86756470;78234284;FT-2022-02725;15/05/2022;2010
86761390;66683032;FT-2024-95428;20/05/2024;4811
86769607;54997278;;09/08/2025;2495
86769624;18427109;FT-2023-71356;05/07/2023;493
