NUMERO;DATA;IMPONIBILE;IVA;TOTALE
FT-2024-91702;06/01/2024;888.70;195.51;1084.21
FT-2024-91750;26/06/2024;1963.55;431.98;2395.53
FT-2024-91776;29/10/2024;3372.73;742.00;4114.73
FT-2024-91795;04/06/2024;4719.51;1038.29;5757.80
FT-2024-91811;20/12/2024;6858.46;1508.86;8367.32
FT-2024-91867;10/10/2024;5920.81;1302.58;7223.39
FT-2024-91897;09/06/2024;3749.67;824.93;4574.60
FT-2024-91936;11/09/2024;7852.16;1727.48;9579.64
FT-2024-91976;22/11/2024;5921.41;1302.71;7224.12
FT-2024-92021;26/06/2024;9698.56;2133.68;11832.24
FT-2024-92075;30/11/2024;12024.67;2645.43;14670.10
FT-2024-92124;25/03/2024;2393.42;526.55;2919.97
FT-2024-92192;10/03/2024;2893.93;636.66;3530.59
FT-2024-92200;09/07/2024;6093.12;1340.49;7433.61
FT-2024-92214;18/12/2024;6885.96;1514.91;8400.87
FT-2024-92279;25/05/2024;685.91;150.90;836.81
FT-2024-92290;03/01/2025;8056.55;1772.44;9828.99
FT-2024-92494;24/02/2024;2908.84;639.94;3548.78
FT-2024-92512;12/10/2024;3782.03;832.05;4614.08
FT-2024-92513;01/01/2025;3987.29;877.20;4864.49
FT-2024-92517;11/05/2024;3587.11;789.16;4376.27
FT-2024-92558;11/03/2024;10160.91;2235.40;12396.31
FT-2024-92583;14/11/2024;5537.80;1218.32;6756.12
FT-2024-92618;01/06/2024;2476.38;544.80;3021.18
FT-2024-92621;18/07/2024;3170.81;697.58;3868.39
FT-2024-92729;17/12/2024;5168.96;1137.17;6306.13
FT-2024-92760;24/01/2024;6974.66;1534.43;8509.09
FT-2024-92767;01/05/2024;1128.08;248.18;1376.26
FT-2024-92790;12/02/2024;4120.85;906.59;5027.44
FT-2024-92833;15/01/2024;14565.28;3204.36;17769.64
FT-2024-92859;26/07/2024;3142.52;691.35;3833.87
FT-2024-92875;18/06/2024;2306.02;507.32;2813.34
FT-2024-92894;17/01/2024;3680.54;809.72;4490.26
FT-2024-92914;08/07/2024;5626.67;1237.87;6864.54
FT-2024-92919;06/11/2024;4127.91;908.14;5036.05
FT-2024-92973;18/02/2024;3336.62;734.06;4070.68
FT-2024-92985;07/04/2024;7020.80;1544.58;8565.38
FT-2024-93108;29/08/2024;6071.93;1335.82;7407.75
FT-2024-93112;14/01/2024;3645.46;802.00;4447.46
FT-2024-93167;16/06/2024;9960.71;2191.36;12152.07
FT-2024-93208;30/06/2024;9435.73;2075.86;11511.59
FT-2024-93251;12/07/2024;1083.33;238.33;1321.66
FT-2024-93327;12/04/2024;3972.90;874.04;4846.94
FT-2024-93350;26/03/2024;14950.37;3289.08;18239.45
FT-2024-93367;12/03/2024;4076.79;896.89;4973.68
FT-2024-93541;28/02/2024;12266.87;2698.71;14965.58
FT-2024-93604;12/07/2024;6722.02;1478.84;8200.86
FT-2024-93608;18/06/2024;6887.56;1515.26;8402.82
FT-2024-93655;21/04/2024;1493.53;328.58;1822.11
FT-2024-93674;12/03/2024;8717.90;1917.94;10635.84
FT-2024-93721;08/05/2024;6181.72;1359.98;7541.70
FT-2024-93752;14/01/2024;4350.42;957.09;5307.51
FT-2024-93794;25/06/2024;2007.88;441.73;2449.61
FT-2024-93836;09/05/2024;2569.15;565.21;3134.36
FT-2024-93917;11/06/2024;3981.72;875.98;4857.70
FT-2024-93974;09/10/2024;1760.85;387.39;2148.24
FT-2024-94089;11/07/2024;3803.72;836.82;4640.54
FT-2024-94151;10/07/2024;1519.93;334.38;1854.31
FT-2024-94198;10/02/2024;2943.19;647.50;3590.69
FT-2024-94236;14/11/2024;4241.63;933.16;5174.79
FT-2024-94277;24/01/2024;7242.45;1593.34;8835.79
FT-2024-94379;16/12/2024;8261.13;1817.45;10078.58
FT-2024-94409;03/11/2024;7041.67;1549.17;8590.84
FT-2024-94423;10/06/2024;3886.57;855.05;4741.62
FT-2024-94447;12/03/2024;8394.85;1846.87;10241.72
FT-2024-94455;01/07/2024;4881.23;1073.87;5955.10
FT-2024-94481;06/07/2024;6539.71;1438.74;7978.45
FT-2024-94498;26/03/2024;5867.90;1290.94;7158.84
FT-2024-94567;30/04/2024;1067.30;234.81;1302.11
FT-2024-94656;04/02/2024;2525.55;555.62;3081.17
FT-2024-94667;31/03/2024;9109.46;2004.08;11113.54
FT-2024-94762;22/02/2024;3421.87;752.81;4174.68
FT-2024-94864;29/08/2024;5609.84;1234.16;6844.00
FT-2024-94916;01/01/2025;1408.27;309.82;1718.09
FT-2024-94953;14/02/2024;4898.12;1077.59;5975.71
FT-2024-94968;04/08/2024;7199.58;1583.91;8783.49
FT-2024-94979;06/04/2024;10549.79;2320.95;12870.74
FT-2024-95018;01/08/2024;15473.47;3404.16;18877.63
FT-2024-95123;25/11/2024;10982.65;2416.18;13398.83
FT-2024-95153;01/02/2024;1934.16;425.52;2359.68
FT-2024-95183;17/12/2024;15984.16;3516.52;19500.68
FT-2024-95235;15/08/2024;8187.06;1801.15;9988.21
FT-2024-95250;10/07/2024;4467.07;982.76;5449.83
FT-2024-95255;12/02/2024;6378.94;1403.37;7782.31
FT-2024-95279;12/09/2024;6327.50;1392.05;7719.55
FT-2024-95380;27/10/2024;11950.52;2629.11;14579.63
FT-2024-95392;04/06/2024;6072.82;1336.02;7408.84
FT-2024-95404;25/02/2024;2288.43;503.45;2791.88
FT-2024-95428;24/05/2024;7222.58;1588.97;8811.55
FT-2024-95450;27/02/2024;3202.15;704.47;3906.62
FT-2024-95482;21/11/2024;4258.75;936.92;5195.67
FT-2024-95618;30/12/2024;5001.11;1100.24;6101.35
FT-2024-95627;05/10/2024;2600.45;572.10;3172.55
FT-2024-95642;21/05/2024;3556.42;782.41;4338.83
FT-2024-95729;07/09/2024;3278.32;721.23;3999.55
FT-2024-95743;24/02/2024;5387.15;1185.17;6572.32
FT-2024-95827;20/01/2024;7004.13;1540.91;8545.04
FT-2024-95848;18/11/2024;10282.75;2262.20;12544.95
FT-2024-95963;06/01/2024;3960.85;871.39;4832.24
FT-2024-95964;15/09/2024;3626.08;797.74;4423.82
FT-2024-95987;18/08/2024;7969.61;1753.31;9722.92
FT-2024-96080;09/03/2024;11337.40;2494.23;13831.63
FT-2024-96085;04/10/2024;4639.72;1020.74;5660.46
FT-2024-96142;26/08/2024;3723.67;819.21;4542.88
FT-2024-96155;10/11/2024;4747.63;1044.48;5792.11
FT-2024-96190;11/11/2024;6053.73;1331.82;7385.55
FT-2024-96246;08/12/2024;14717.73;3237.90;17955.63
FT-2024-96256;30/01/2024;8958.24;1970.81;10929.05
FT-2024-96271;03/04/2024;5341.90;1175.22;6517.12
FT-2024-96284;09/02/2024;1183.77;260.43;1444.20
FT-2024-96394;16/02/2024;3144.70;691.83;3836.53
FT-2024-96409;22/07/2024;14605.88;3213.29;17819.17
FT-2024-96412;02/02/2024;5724.41;1259.37;6983.78
FT-2024-96423;21/12/2024;4020.55;884.52;4905.07
FT-2024-96462;12/12/2024;5587.75;1229.31;6817.06
FT-2024-96525;15/08/2024;5547.46;1220.44;6767.90
FT-2024-96531;07/05/2024;5381.43;1183.91;6565.34
FT-2024-96554;02/01/2025;4062.52;893.75;4956.27
FT-2024-96580;10/04/2024;2912.15;640.67;3552.82
FT-2024-96609;07/03/2024;1635.50;359.81;1995.31
FT-2024-96630;21/06/2024;7719.62;1698.32;9417.94
FT-2024-96652;27/11/2024;9245.43;2033.99;11279.42
FT-2024-96670;02/09/2024;8535.21;1877.75;10412.96
FT-2024-96708;26/02/2024;10520.97;2314.61;12835.58
FT-2024-96806;02/03/2024;2987.96;657.35;3645.31
FT-2024-96811;18/01/2024;3463.11;761.88;4224.99
FT-2024-96818;10/01/2024;3127.23;687.99;3815.22
FT-2024-96830;20/01/2024;1189.23;261.63;1450.86
FT-2024-96880;21/01/2024;1395.19;306.94;1702.13
FT-2024-96906;13/05/2024;9785.53;2152.82;11938.35
FT-2024-96952;22/07/2024;6408.99;1409.98;7818.97
FT-2024-96957;28/08/2024;1856.11;408.34;2264.45
FT-2024-96963;04/11/2024;4059.16;893.02;4952.18
FT-2024-96964;15/11/2024;11215.33;2467.37;13682.70
FT-2024-97003;13/04/2024;671.31;147.69;819.00
FT-2024-97009;28/07/2024;6383.64;1404.40;7788.04
FT-2024-97057;23/08/2024;13037.56;2868.26;15905.82
FT-2024-97063;14/07/2024;2821.01;620.62;3441.63
FT-2024-97069;26/01/2024;5459.29;1201.04;6660.33
FT-2024-97091;20/08/2024;1445.80;318.08;1763.88
FT-2024-97156;26/09/2024;11233.35;2471.34;13704.69
FT-2024-97237;29/09/2024;1593.08;350.48;1943.56
FT-2024-97335;06/04/2024;4670.34;1027.47;5697.81
FT-2024-97428;01/11/2024;6752.21;1485.49;8237.70
FT-2024-97459;03/09/2024;4178.58;919.29;5097.87
FT-2024-97493;17/01/2024;4113.43;904.95;5018.38
FT-2024-97518;16/08/2024;4450.23;979.05;5429.28
FT-2024-97543;28/08/2024;2671.74;587.78;3259.52
FT-2024-97617;08/01/2024;1705.40;375.19;2080.59
FT-2024-97646;09/10/2024;2327.28;512.00;2839.28
FT-2024-97697;07/12/2024;5272.67;1159.99;6432.66
FT-2024-97710;14/11/2024;3444.24;757.73;4201.97
FT-2024-97728;07/03/2024;3417.75;751.90;4169.65
FT-2024-97784;19/08/2024;3593.86;790.65;4384.51
FT-2024-97826;19/03/2024;2430.20;534.64;2964.84
FT-2024-97831;16/04/2024;3940.78;866.97;4807.75
FT-2024-97861;27/09/2024;6262.58;1377.77;7640.35
FT-2024-97908;10/08/2024;4839.94;1064.79;5904.73
FT-2024-97912;04/10/2024;11225.88;2469.69;13695.57
FT-2024-97920;26/03/2024;4695.20;1032.94;5728.14
FT-2024-98016;11/03/2024;13745.36;3023.98;16769.34
FT-2024-98042;31/07/2024;1201.27;264.28;1465.55
FT-2024-98086;23/11/2024;1131.42;248.91;1380.33
FT-2024-98113;22/04/2024;16109.18;3544.02;19653.20
FT-2024-98200;02/07/2024;3298.29;725.62;4023.91
FT-2024-98239;09/07/2024;10335.31;2273.77;12609.08
FT-2024-98247;25/05/2024;5814.65;1279.22;7093.87
FT-2024-98267;07/10/2024;3721.09;818.64;4539.73
FT-2024-98290;19/05/2024;13396.17;2947.16;16343.33
FT-2024-98295;05/01/2024;4425.18;973.54;5398.72
FT-2024-98333;27/06/2024;5710.90;1256.40;6967.30
FT-2024-98366;06/06/2024;12182.98;2680.26;14863.24
FT-2024-98430;02/09/2024;5014.62;1103.22;6117.84
FT-2024-98493;30/12/2024;6356.71;1398.48;7755.19
FT-2024-98531;14/10/2024;14051.23;3091.27;17142.50
FT-2024-98535;27/02/2024;2385.86;524.89;2910.75
FT-2024-98558;10/05/2024;8047.70;1770.49;9818.19
FT-2024-98594;20/01/2024;9147.74;2012.50;11160.24
FT-2024-98698;28/08/2024;3084.08;678.50;3762.58
FT-2024-98760;24/01/2024;1470.16;323.44;1793.60
FT-2024-98829;27/04/2024;6891.87;1516.21;8408.08
FT-2024-98833;19/04/2024;6277.57;1381.07;7658.64
FT-2024-98939;01/10/2024;6228.84;1370.34;7599.18
FT-2024-98960;10/03/2024;5498.00;1209.56;6707.56
FT-2024-98983;09/10/2024;10865.37;2390.38;13255.75
FT-2024-99021;01/09/2024;12624.33;2777.35;15401.68
FT-2024-99041;12/09/2024;9832.27;2163.10;11995.37
FT-2024-99070;06/03/2024;2625.42;577.59;3203.01
FT-2024-99076;28/07/2024;1657.21;364.59;2021.80
FT-2024-99123;24/04/2024;8875.21;1952.55;10827.76
FT-2024-99202;25/07/2024;766.82;168.70;935.52
FT-2024-99204;13/07/2024;1613.65;355.00;1968.65
FT-2024-99210;24/09/2024;1719.55;378.30;2097.85
FT-2024-99214;19/01/2024;4144.11;911.70;5055.81
FT-2024-99221;11/04/2024;13558.97;2982.97;16541.94
FT-2024-99236;16/08/2024;2489.30;547.65;3036.95
FT-2024-99242;14/08/2024;2516.37;553.60;3069.97
FT-2024-99318;05/03/2024;8438.20;1856.40;10294.60
FT-2024-99323;15/06/2024;8355.92;1838.30;10194.22
FT-2024-99339;22/08/2024;1108.82;243.94;1352.76
FT-2024-99367;29/09/2024;1528.11;336.18;1864.29
FT-2024-99379;09/06/2024;9157.55;2014.66;11172.21
FT-2024-99386;09/03/2024;1281.85;282.01;1563.86
FT-2024-99446;26/09/2024;13322.34;2930.91;16253.25
FT-2024-99516;05/08/2024;958.52;210.87;1169.39
FT-2024-99527;01/10/2024;4201.42;924.31;5125.73
FT-2024-99590;29/09/2024;10970.70;2413.55;13384.25
FT-2024-99628;28/05/2024;6556.79;1442.49;7999.28
FT-2024-99629;03/02/2024;10113.80;2225.04;12338.84
FT-2024-99651;23/03/2024;12843.84;2825.64;15669.48
FT-2024-99658;10/06/2024;10179.64;2239.52;12419.16
FT-2024-99677;03/08/2024;6818.09;1499.98;8318.07
FT-2024-99693;14/12/2024;11391.24;2506.07;13897.31
FT-2024-99799;11/12/2024;6503.15;1430.69;7933.84
FT-2024-99864;16/02/2024;13072.75;2876.01;15948.76
FT-2024-99884;30/03/2024;5297.63;1165.48;6463.11
FT-2024-99885;06/07/2024;2601.25;572.27;3173.52
FT-2025-00049;03/04/2025;10672.12;2347.87;13019.99
FT-2025-00057;13/10/2025;8856.79;1948.49;10805.28
FT-2025-00171;27/08/2025;420.93;92.60;513.53
FT-2025-00290;12/04/2025;2015.38;443.38;2458.76
FT-2025-00348;25/08/2025;8974.70;1974.43;10949.13
FT-2025-00361;16/09/2025;5789.03;1273.59;7062.62
FT-2025-00377;29/11/2025;9957.01;2190.54;12147.55
FT-2025-00448;13/05/2025;525.12;115.53;640.65
FT-2025-00475;12/02/2025;2597.76;571.51;3169.27
FT-2025-00483;10/08/2025;7118.70;1566.11;8684.81
FT-2025-00602;08/01/2025;3334.43;733.57;4068.00
FT-2025-00728;31/05/2025;6859.50;1509.09;8368.59
FT-2025-00839;21/11/2025;5638.18;1240.40;6878.58
FT-2025-00892;14/03/2025;758.16;166.80;924.96
FT-2025-00985;15/11/2025;515.43;113.39;628.82
FT-2025-01091;15/02/2025;388.13;85.39;473.52
FT-2025-01097;27/01/2025;3846.87;846.31;4693.18
FT-2025-01098;24/07/2025;6355.19;1398.14;7753.33
FT-2025-01156;09/12/2025;4905.12;1079.13;5984.25
FT-2025-01214;16/08/2025;8043.89;1769.66;9813.55
FT-2025-01319;06/07/2025;8371.23;1841.67;10212.90
FT-2025-01340;05/05/2025;2799.29;615.84;3415.13
FT-2025-01345;10/07/2025;1331.40;292.91;1624.31
FT-2025-01386;30/06/2025;3927.74;864.10;4791.84
FT-2025-01522;25/05/2025;6644.04;1461.69;8105.73
FT-2025-01534;10/07/2025;6055.48;1332.21;7387.69
FT-2025-01555;29/09/2025;554.91;122.08;676.99
FT-2025-01570;03/09/2025;1864.19;410.12;2274.31
FT-2025-01724;23/07/2025;7648.27;1682.62;9330.89
FT-2025-01851;15/01/2025;13764.56;3028.20;16792.76
FT-2025-01853;19/01/2025;11415.16;2511.34;13926.50
FT-2025-01854;10/03/2025;11954.76;2630.05;14584.81
FT-2025-01898;10/07/2025;5132.52;1129.15;6261.67
FT-2025-01933;16/02/2025;9048.91;1990.76;11039.67
FT-2025-02185;10/08/2025;2490.60;547.93;3038.53
FT-2025-02208;27/01/2025;5402.00;1188.44;6590.44
FT-2025-02240;21/06/2025;578.19;127.20;705.39
FT-2025-02302;09/03/2025;552.00;121.44;673.44
FT-2025-02317;18/01/2025;6189.75;1361.75;7551.50
FT-2025-02321;15/01/2025;1117.07;245.76;1362.83
FT-2025-02379;27/08/2025;2564.71;564.24;3128.95
FT-2025-02410;16/03/2025;3554.24;781.93;4336.17
FT-2025-02452;05/12/2025;4470.36;983.48;5453.84
FT-2025-02490;02/06/2025;1527.10;335.96;1863.06
FT-2025-02501;05/06/2025;4724.56;1039.40;5763.96
FT-2025-02586;09/11/2025;14427.20;3173.98;17601.18
FT-2025-02626;07/12/2025;3493.83;768.64;4262.47
FT-2025-02675;19/11/2025;9394.70;2066.83;11461.53
FT-2025-02740;12/01/2025;2640.70;580.95;3221.65
FT-2025-02744;23/05/2025;12852.56;2827.56;15680.12
FT-2025-02876;03/06/2025;9070.23;1995.45;11065.68
FT-2025-02898;18/11/2025;5539.43;1218.67;6758.10
FT-2025-03155;10/04/2025;903.68;198.81;1102.49
FT-2025-03214;09/08/2025;9975.26;2194.56;12169.82
FT-2025-03289;21/04/2025;3831.23;842.87;4674.10
FT-2025-03352;31/03/2025;6279.70;1381.53;7661.23
FT-2025-03372;18/05/2025;6002.04;1320.45;7322.49
FT-2025-03376;29/01/2025;4705.85;1035.29;5741.14
FT-2025-03388;30/12/2025;1476.22;324.77;1800.99
FT-2025-03443;07/05/2025;375.75;82.67;458.42
FT-2025-03449;23/02/2025;2839.72;624.74;3464.46
FT-2025-03524;22/05/2025;9084.27;1998.54;11082.81
FT-2025-03526;15/03/2025;5709.80;1256.16;6965.96
FT-2025-03561;04/03/2025;668.13;146.99;815.12
FT-2025-03580;10/02/2025;15195.10;3342.92;18538.02
FT-2025-03640;02/02/2025;3870.11;851.42;4721.53
FT-2025-03708;24/05/2025;5291.21;1164.07;6455.28
FT-2025-03855;18/11/2025;6682.71;1470.20;8152.91
FT-2025-03919;15/04/2025;4785.13;1052.73;5837.86
FT-2025-04270;29/01/2025;562.01;123.64;685.65
FT-2025-04277;16/09/2025;2869.86;631.37;3501.23
FT-2025-04384;09/03/2025;4087.34;899.21;4986.55
FT-2025-04422;04/06/2025;1619.45;356.28;1975.73
FT-2025-04441;06/04/2025;12658.28;2784.82;15443.10
FT-2025-04452;11/06/2025;3067.36;674.82;3742.18
FT-2025-04479;16/03/2025;2705.32;595.17;3300.49
FT-2025-04487;23/09/2025;7152.06;1573.45;8725.51
FT-2025-04499;02/04/2025;5254.26;1155.94;6410.20
FT-2025-04528;21/09/2025;2634.91;579.68;3214.59
FT-2025-04556;05/10/2025;7588.64;1669.50;9258.14
FT-2025-04767;21/07/2025;12958.52;2850.87;15809.39
FT-2025-04771;19/06/2025;1020.06;224.41;1244.47
FT-2025-04773;08/04/2025;3729.35;820.46;4549.81
FT-2025-04822;20/04/2025;1860.95;409.41;2270.36
FT-2025-04837;16/12/2025;2654.92;584.08;3239.00
FT-2025-04944;08/05/2025;10694.64;2352.82;13047.46
FT-2025-05016;29/05/2025;5856.16;1288.36;7144.52
FT-2025-05102;24/04/2025;6697.73;1473.50;8171.23
FT-2025-05106;28/08/2025;5420.43;1192.49;6612.92
FT-2025-05173;15/07/2025;602.36;132.52;734.88
FT-2025-05200;10/09/2025;3537.80;778.32;4316.12
FT-2025-05274;13/04/2025;14091.98;3100.24;17192.22
FT-2025-05380;14/01/2025;2244.04;493.69;2737.73
FT-2025-05405;20/07/2025;4936.24;1085.97;6022.21
FT-2025-05565;01/01/2026;4963.24;1091.91;6055.15
FT-2025-05648;08/11/2025;10696.09;2353.14;13049.23
FT-2025-05689;17/06/2025;4853.77;1067.83;5921.60
FT-2025-05726;01/03/2025;6941.24;1527.07;8468.31
FT-2025-05844;25/06/2025;10051.81;2211.40;12263.21
FT-2025-05859;01/04/2025;2227.00;489.94;2716.94
FT-2025-05930;26/06/2025;1632.37;359.12;1991.49
FT-2025-05960;17/09/2025;4418.41;972.05;5390.46
FT-2025-05963;16/03/2025;6057.94;1332.75;7390.69
FT-2025-06000;16/10/2025;10254.25;2255.93;12510.18
FT-2025-06020;18/03/2025;4662.22;1025.69;5687.91
FT-2025-06198;07/09/2025;3522.98;775.06;4298.04
FT-2025-06233;15/09/2025;1422.55;312.96;1735.51
FT-2025-06302;15/03/2025;4288.14;943.39;5231.53
FT-2025-06376;05/07/2025;6952.15;1529.47;8481.62
FT-2025-06526;14/01/2025;3706.82;815.50;4522.32
FT-2025-06570;29/09/2025;4011.81;882.60;4894.41
FT-2025-06650;08/03/2025;5638.17;1240.40;6878.57
FT-2025-06653;31/08/2025;3897.28;857.40;4754.68
FT-2025-06696;02/05/2025;2000.29;440.06;2440.35
FT-2025-06855;27/02/2025;11092.61;2440.37;13532.98
FT-2025-06929;01/12/2025;4260.30;937.27;5197.57
FT-2025-07017;24/05/2025;12204.00;2684.88;14888.88
FT-2025-07024;27/01/2025;1182.56;260.16;1442.72
FT-2025-07034;06/07/2025;6458.51;1420.87;7879.38
FT-2025-07040;23/01/2025;8372.57;1841.97;10214.54
FT-2025-07101;03/09/2025;7266.82;1598.70;8865.52
FT-2025-07103;18/10/2025;9364.28;2060.14;11424.42
FT-2025-07108;20/06/2025;5328.49;1172.27;6500.76
FT-2025-07172;06/07/2025;4553.49;1001.77;5555.26
FT-2025-07175;31/03/2025;3981.73;875.98;4857.71
FT-2025-07315;04/12/2025;5616.95;1235.73;6852.68
FT-2025-07321;03/07/2025;11327.48;2492.05;13819.53
FT-2025-07335;27/08/2025;1468.37;323.04;1791.41
FT-2025-07367;30/09/2025;4094.68;900.83;4995.51
FT-2025-07384;11/06/2025;9075.01;1996.50;11071.51
FT-2025-07403;09/05/2025;5924.53;1303.40;7227.93
FT-2025-07463;26/05/2025;1242.72;273.40;1516.12
FT-2025-07534;27/09/2025;12953.38;2849.74;15803.12
FT-2025-07587;24/12/2025;3447.53;758.46;4205.99
FT-2025-07679;01/10/2025;6502.63;1430.58;7933.21
FT-2025-07771;21/01/2025;5501.87;1210.41;6712.28
FT-2025-07886;19/08/2025;3391.47;746.12;4137.59
FT-2025-07921;10/02/2025;8908.76;1959.93;10868.69
FT-2025-07962;22/09/2025;4961.92;1091.62;6053.54
FT-2025-08255;05/07/2025;1389.98;305.80;1695.78
FT-2025-08364;20/04/2025;2877.18;632.98;3510.16
FT-2025-08486;13/03/2025;1885.33;414.77;2300.10
FT-2025-08573;04/09/2025;5037.93;1108.34;6146.27
FT-2025-08586;10/05/2025;8837.64;1944.28;10781.92
FT-2025-08639;12/01/2025;8109.71;1784.14;9893.85
FT-2025-08645;18/04/2025;5318.65;1170.10;6488.75
FT-2025-08699;20/07/2025;7567.02;1664.74;9231.76
FT-2025-08714;26/06/2025;3949.46;868.88;4818.34
FT-2025-08752;22/09/2025;3031.78;666.99;3698.77
FT-2025-08758;16/03/2025;686.68;151.07;837.75
FT-2025-08818;05/04/2025;3582.22;788.09;4370.31
FT-2025-08868;24/12/2025;4986.86;1097.11;6083.97
FT-2025-08887;06/03/2025;8972.20;1973.88;10946.08
FT-2025-08934;16/05/2025;5404.18;1188.92;6593.10
FT-2025-08947;18/04/2025;3584.38;788.56;4372.94
FT-2025-09007;26/01/2025;949.70;208.93;1158.63
FT-2025-09079;11/08/2025;1100.76;242.17;1342.93
FT-2025-09089;28/10/2025;1699.13;373.81;2072.94
FT-2025-09172;08/03/2025;9538.67;2098.51;11637.18
FT-2025-09312;04/01/2026;2255.80;496.28;2752.08
FT-2025-09353;10/02/2025;6135.84;1349.88;7485.72
FT-2025-09389;08/10/2025;463.56;101.98;565.54
FT-2025-09394;08/10/2025;6129.05;1348.39;7477.44
FT-2025-09398;27/12/2025;4715.42;1037.39;5752.81
FT-2025-09484;27/05/2025;4175.41;918.59;5094.00
FT-2025-09567;20/05/2025;7367.40;1620.83;8988.23
FT-2025-09633;26/06/2025;1387.61;305.27;1692.88
FT-2025-09659;13/09/2025;4771.57;1049.75;5821.32
FT-2025-09705;03/08/2025;9816.70;2159.67;11976.37
FT-2025-09919;15/04/2025;6914.65;1521.22;8435.87
FT-2025-09938;18/05/2025;5637.66;1240.29;6877.95
FT-2025-10027;28/02/2025;4505.24;991.15;5496.39
FT-2025-10067;04/12/2025;7154.82;1574.06;8728.88
FT-2025-10099;02/05/2025;2251.85;495.41;2747.26
FT-2025-10119;21/02/2025;3145.91;692.10;3838.01
FT-2025-10124;23/11/2025;1688.87;371.55;2060.42
FT-2025-10343;25/08/2025;5250.60;1155.13;6405.73
FT-2025-10371;16/01/2025;1459.76;321.15;1780.91
FT-2025-10491;10/07/2025;10837.90;2384.34;13222.24
FT-2025-10563;07/10/2025;2379.38;523.46;2902.84
FT-2025-10646;25/05/2025;4072.62;895.98;4968.60
FT-2025-10738;10/10/2025;6794.95;1494.89;8289.84
FT-2025-10740;28/09/2025;5957.80;1310.72;7268.52
FT-2025-10956;10/10/2025;724.35;159.36;883.71
FT-2025-10989;27/10/2025;5720.64;1258.54;6979.18
FT-2025-11047;29/10/2025;2322.88;511.03;2833.91
FT-2025-11056;27/05/2025;8116.28;1785.58;9901.86
FT-2025-11332;21/02/2025;3287.24;723.19;4010.43
FT-2025-11413;25/01/2025;10792.03;2374.25;13166.28
FT-2025-11456;13/12/2025;4214.48;927.19;5141.67
FT-2025-11481;16/07/2025;9882.74;2174.20;12056.94
FT-2025-11529;11/03/2025;1855.89;408.30;2264.19
FT-2025-11547;21/07/2025;1634.17;359.52;1993.69
FT-2025-11569;01/04/2025;5036.74;1108.08;6144.82
FT-2025-11616;11/01/2025;2804.67;617.03;3421.70
FT-2025-11807;09/09/2025;1728.53;380.28;2108.81
FT-2025-11851;05/05/2025;954.66;210.03;1164.69
FT-2025-11950;13/01/2025;2763.03;607.87;3370.90
FT-2025-11963;16/10/2025;2128.96;468.37;2597.33
FT-2025-11977;04/02/2025;5666.06;1246.53;6912.59
FT-2025-12239;29/03/2025;9726.51;2139.83;11866.34
FT-2025-12251;08/09/2025;6114.27;1345.14;7459.41
FT-2025-12296;13/05/2025;5387.56;1185.26;6572.82
FT-2025-12400;31/05/2025;5544.78;1219.85;6764.63
FT-2025-12414;22/07/2025;7673.42;1688.15;9361.57
FT-2025-12542;13/09/2025;8638.21;1900.41;10538.62
FT-2025-12547;29/06/2025;4825.22;1061.55;5886.77
FT-2025-12578;13/08/2025;4179.94;919.59;5099.53
FT-2025-12609;31/08/2025;8178.11;1799.18;9977.29
FT-2025-12627;09/11/2025;2420.96;532.61;2953.57
FT-2025-12647;17/11/2025;4985.88;1096.89;6082.77
FT-2025-12661;26/09/2025;1578.29;347.22;1925.51
FT-2025-12709;21/11/2025;837.44;184.24;1021.68
FT-2025-12718;06/02/2025;1467.01;322.74;1789.75
FT-2025-12723;12/06/2025;4059.90;893.18;4953.08
FT-2025-12728;17/09/2025;1853.49;407.77;2261.26
FT-2025-12734;27/07/2025;5439.55;1196.70;6636.25
FT-2025-12748;05/12/2025;4847.71;1066.50;5914.21
FT-2025-12756;18/07/2025;6550.31;1441.07;7991.38
FT-2025-12780;24/05/2025;1898.29;417.62;2315.91
FT-2025-12846;09/06/2025;9367.81;2060.92;11428.73
FT-2025-12913;25/01/2025;5481.79;1205.99;6687.78
FT-2025-12971;05/11/2025;3949.48;868.89;4818.37
FT-2025-13028;18/12/2025;6145.00;1351.90;7496.90
FT-2025-13078;16/12/2025;10078.27;2217.22;12295.49
FT-2025-13102;10/10/2025;794.88;174.87;969.75
FT-2025-13162;26/07/2025;8916.38;1961.60;10877.98
FT-2025-13248;20/12/2025;3572.73;786.00;4358.73
FT-2025-13425;01/05/2025;7685.83;1690.88;9376.71
FT-2025-13472;27/02/2025;4665.07;1026.32;5691.39
FT-2025-13482;24/05/2025;14169.57;3117.31;17286.88
FT-2025-13522;28/04/2025;8339.75;1834.75;10174.50
FT-2025-13536;21/09/2025;5088.21;1119.41;6207.62
FT-2025-13663;24/05/2025;1870.16;411.44;2281.60
FT-2025-13685;29/06/2025;3500.99;770.22;4271.21
FT-2025-13717;17/06/2025;10251.24;2255.27;12506.51
FT-2025-13730;05/05/2025;8679.15;1909.41;10588.56
FT-2025-13746;22/05/2025;596.77;131.29;728.06
FT-2025-13794;10/03/2025;3794.19;834.72;4628.91
FT-2025-13856;23/03/2025;9327.07;2051.96;11379.03
FT-2025-13898;15/11/2025;10634.48;2339.59;12974.07
FT-2025-14000;26/09/2025;4307.41;947.63;5255.04
